PALAVRA,Transc.Fon,VOGAL,F1,F2,F1.NORM,F2.NORM,CONT.PREC,CONT.SEG,VOGAL.SIL.SEG,F1.SIL.SEG,F2.SIL.SEG,F1.SEG.NORM,F2.SEG.NORM,VOGAL.TONICA,DIST.TONICA,ESTR.SIL.PRET,Begin.Time.s,End.Time.s,Duration.ms,AMOSTRA,PARTICIPANTE,SEXO,IDADE,IDADE.CHEGADA,ANOS.SP,CONTEXTO
facilidade,fa-si-l<i>-'da-de,i,399.3063391988,1535.2219815039,372.666,1503.229,l,d,a,615.2014668508,1326.157015619,388.937,1247.594,a,1,CV,495.1823243254,495.200563956,18.2396306307,PBSP,PedroC,masculino,36,13,23,é a facilidade de trabalho a remuneração
trabalho,tR<a>-'ba-Lo,a,628.3740426461,1337.2586744468,486.09,1352.174,R,b,a,683.9353109542,1147.0128198339,421.226,1125.817,a,1,CCV,495.579382009,495.6009705951,21.588586036,PBSP,PedroC,masculino,36,13,23,é a facilidade de trabalho a remuneração
remuneração,h<e>-m<u>-n<e>-R<a>-'sAw,u,382.6104076707,1166.0667874126,364.404,1221.707,m,n,e,506.3560649813,1593.6622985198,337.864,1429.64,Aw,3,CV,496.9366392992,496.9567390172,20.0997180335,PBSP,PedroC,masculino,36,13,23,é a facilidade de trabalho a remuneração
remuneração,h<e>-m<u>-n<e>-R<a>-'sAw,e,506.3560649813,1593.6622985198,425.691,1547.762,n,R,a,604.2965593362,1329.5983806695,383.834,1250.076,Aw,2,CV,497.0059771768,497.0370356558,31.0584790285,PBSP,PedroC,masculino,36,13,23,é a facilidade de trabalho a remuneração
chegado,S<e>-'ga-do,e,427.4137329365,1897.8470957606,386.576,1779.604,S,g,a,794.5824258983,1331.336344672,473.199,1251.14,a,1,CV,510.4349574469,510.4607096696,25.7522227173,PBSP,PedroC,masculino,36,13,23,chegado
total,t<o>-'taw,o,547.889786995,1175.2248474307,446.229,1228.645,t,t,aw,680.5388306447,1205.8063615417,419.64,1165.877,aw,1,CV,527.9303520624,527.964741677,34.3896145442,PBSP,PedroC,masculino,36,13,23,é que é sossego total
dificilmente,d<i>-f<i>-s<i>w-'mE-te,i,368.0684664403,2029.0143593565,357.17,1879.636,d,f,i,330.5924079043,1870.5603344936,255.317,1617.891,E,3,CV,529.7176731459,529.7415249706,23.8518246709,PBSP,PedroC,masculino,36,13,23,dificilmente você vê alguma notícia de violência
dificilmente,d<i>-f<i>-s<i>w-'mE-te,i,330.5924079043,1870.5603344936,338.639,1758.792,f,s,iw,490.3765214997,1527.3904225709,330.36,1384.439,E,2,CV,529.874814579,529.9000694522,25.254873181,PBSP,PedroC,masculino,36,13,23,dificilmente você vê alguma notícia de violência
apesar,<a>-p<e>-'zar,e,545.9959757058,1541.266576392,445.295,1507.705,p,z,a,579.370179567,1405.8347110263,372.127,1301.836,a,1,CV,554.8390845956,554.8677539609,28.6693652571,PBSP,PedroC,masculino,36,13,23,qualquer tipo de bem apesar que hoje está um pouco melhor a respeito disso
moraria,m<o>-R<a>-'Ria,o,568.8142062181,1122.9220208737,456.591,1188.811,m,R,a,647.620630212,1346.1813516593,404.202,1261.243,ia,2,CV,566.6658910279,566.687384537,21.4935090902,PBSP,PedroC,masculino,36,13,23,eu moraria hoje lá
ficava,f<i>-'ka-va,i,388.1174686693,2000.3663933897,367.112,1857.705,f,k,a,619.3356305955,1488.1924881992,390.909,1357.85,a,1,CV,581.8326426608,581.8522853399,19.6426791408,PBSP,PedroC,masculino,36,13,23,ficava lá na na porta do do senhor lá enchendo o saco
pernambuco,p<e>r-nA-'bu-ko,e,465.5955279474,1630.8456042637,405.48,1575.959,p,r,A,645.1578226054,1278.7508546806,403.045,1215.333,u,2,CVr,611.0165108294,611.0499584222,33.4475928,PBSP,PedroC,masculino,36,13,23,tenho família em pernambuco em natal tenho um compadre que mora na
fortaleza,f<o>r-t<a>-'le-za,o,719.2545924652,936.1548796289,531.133,1046.483,f,r,a,672.2992999754,1292.6670352865,415.78,1224.905,e,2,CVr,615.4989516268,615.5223551006,23.4034737639,PBSP,PedroC,masculino,36,13,23,eh em fortaleza então eu já faço um tour
geral,Z<e>-'Raw,e,447.6344143211,1657.2422572387,396.611,1596.1,Z,R,aw,582.1978942672,1444.5880271934,373.456,1328.248,aw,1,CV,618.2831923383,618.3106671467,27.4748083714,PBSP,PedroC,masculino,36,13,23,geral por ali
pretendo,pR<e>-'tE-do,e,495.8994020963,1675.7436794966,420.51,1610.198,R,t,E,504.3876149254,1881.0039691988,336.921,1624.981,E,1,CCV,625.5353515838,625.5664100629,31.0584790285,PBSP,PedroC,masculino,36,13,23,olha eu só pretendo sair de são paulo
coragem,k<o>-'Ra-ZE,o,584.2031830585,1228.7510362523,464.246,1269.597,k,R,a,617.4515842639,1356.5356391066,390.009,1268.334,a,1,CV,641.0343557072,641.0628965288,28.5408216632,PBSP,PedroC,masculino,36,13,23,porque eu não tenho coragem de investir lá
levar,l<e>-'var,e,527.0187125531,1615.8446822854,435.913,1564.546,l,v,a,640.803431007,1133.6815526843,400.986,1116.776,a,1,CV,643.9673828473,644.0187487934,51.3659460856,PBSP,PedroC,masculino,36,13,23,levar algum dinheiro investir e esperar retorno isso eu não eu não tenho coragem de fazer isso
esperar,<e>s-p<e>-'Rar,e,534.4964790652,1580.1424363445,439.6,1537.468,p,R,a,602.9253487435,1415.2354591078,383.19,1308.217,a,1,CV,646.0961324725,646.1154011944,19.2687219391,PBSP,PedroC,masculino,36,13,23,levar algum dinheiro investir e esperar retorno isso eu não eu não tenho coragem de fazer isso
coragem,k<o>-'Ra-ZE,o,525.0309790911,1313.0568621826,434.933,1333.824,k,R,a,541.5666378959,1404.1273060622,354.374,1300.772,a,1,CV,648.0389993681,648.0572654939,18.2661258644,PBSP,PedroC,masculino,36,13,23,levar algum dinheiro investir e esperar retorno isso eu não eu não tenho coragem de fazer isso
pirassununga,p<i>-R<a>-s<u>-'nU-ga,i,399.7837745871,1809.6631394021,372.9,1712.468,p,R,a,572.4583853348,1479.8070862232,368.868,1352.178,U,3,CV,661.7302895901,661.7541414148,23.8518246709,PBSP,PedroC,masculino,36,13,23,isso como tem em pirassununga ribeirão preto né tem as usp de lá então
pirassununga,p<i>-R<a>-s<u>-'nU-ga,u,551.4775885304,1115.8831416866,448.002,1183.44,s,n,U,483.3398670311,977.5277492952,327.015,1010.598,U,1,CV,662.0133141216,662.0334138396,20.0997180335,PBSP,PedroC,masculino,36,13,23,isso como tem em pirassununga ribeirão preto né tem as usp de lá então
ribeirão,h<i>-b<e>j-'RAw,i,370.5854799822,1860.00205957,358.43,1750.735,h,b,ej ,413.6114542365,1861.1526640704,294.297,1611.509,Aw,2,CV,663.2638347544,663.2793466815,15.5119270955,PBSP,PedroC,masculino,36,13,23,isso como tem em pirassununga ribeirão preto né tem as usp de lá então
chegando,S<e>-'gA-do,e,433.1284384372,1903.3688943719,389.423,1783.855,S,g,A,608.6059420905,1348.8809484643,385.849,1263.193,A,1,CV,688.9695687716,688.9989998833,29.431111677,PBSP,PedroC,masculino,36,13,23,já estou chegando aí no que uns quarenta anos então as coisa começa
alugada,<a>-l<u>-'ga-da,u,479.5850750238,1261.6061971734,412.435,1294.661,l,g,a,670.1754192502,1339.6884674678,414.794,1256.812,a,1,CV,705.7143661687,705.7366991887,22.3330200372,PBSP,PedroC,masculino,36,13,23,é era era casa alugada
aluguel,<a>-l<u>-'gew,u,438.0019825852,968.226308408,391.804,1070.876,l,g,éw,536.0341861162,1362.2054652784,351.801,1272.233,ew,1,CV,709.6354843911,709.6570729772,21.588586036,PBSP,PedroC,masculino,36,13,23,e então o aluguel alto pô aumentava todo mês e tal
morar,m<o>-'Rar,o,568.8761119814,1006.5687875373,456.637,1100.192,m,R,a,764.3294610512,1257.0881603747,459.005,1200.62,a,1,CV,724.7195444747,724.7497977457,30.253270963,PBSP,PedroC,masculino,36,13,23,partiu pra morar num barraco barracão
trajetória,tR<a>-Z<e>-'to-Ria,e,454.3499469873,1655.6169091339,399.925,1594.981,Z,t,ó,607.4919180002,1066.5876402231,385.334,1071.043,o,1,CV,732.5347439098,732.5610414737,26.2975639043,PBSP,PedroC,masculino,36,13,23,então foi aonde eu acompanhei essa trajetória
lugarzinho,l<u>-g<a>r-'zi-No,u,436.8293621244,1174.5769366738,391.243,1228.197,l,g,a,575.1914446248,1371.3586811593,370.154,1278.438,i,2,CV,745.740941273,745.757318821,16.3775480273,PBSP,PedroC,masculino,36,13,23,e hoje ele está no lugarzinho dele
projeção,pR<o>-Z<e>-'sAw,e,470.6884991027,1727.5765018274,408,1649.808,Z,s,Aw,661.0809850155,1057.8817190688,410.506,1065.194,Aw,1,CV,748.4641434519,748.4870477817,22.9043298522,PBSP,PedroC,masculino,36,13,23,que foi a mesma projeção que eu fiz
dinheiro,d<i>-'Nej-Ro,i,334.6407905752,2005.7660426703,340.646,1861.957,d,N,ej ,441.4375121624,1918.3228027904,307.376,1650.506,ej,1,CV,752.6348954345,752.6552548389,20.3594043129,PBSP,PedroC,masculino,36,13,23,eu lá eu adquiri um dinheiro na época de mappin época de
dinheiro,d<i>-'Nej-Ro,i,436.7050220245,2166.7009536784,391.197,1984.591,d,N,ej ,475.7320147027,1918.0040884115,323.456,1650.152,ej,1,CV,760.693139471,760.710590389,17.4509179825,PBSP,PedroC,masculino,36,13,23,então aí adquiri um dinheiro e fui fazendo meu
ficou,f<i>-'kow,i,446.6312507586,1986.430882229,396.098,1847.187,f,k,ow,584.1327346069,914.2696293156,374.357,967.523,ow,1,CV,769.7003584601,769.7169870382,16.6285780975,PBSP,PedroC,masculino,36,13,23,a televisão ficou pra trás
lugar,l<u>-'gar,u,433.1625183649,1185.6919288802,389.423,1236.701,l,g,a,605.0018433305,1222.9144382528,384.177,1177.399,a,1,CV,780.6462868348,780.6708531569,24.5663220409,PBSP,PedroC,masculino,36,13,23,no início nós morou num barraco hoje a gente mora num lugar bem mais confortável
confortável,kO-f<o>r-'ta-vew,o,569.1491437484,1210.7324583701,456.777,1255.723,f,r,a,661.1985839176,1337.1924165449,410.549,1255.217,a,1,CVr,781.3548151145,781.3719396075,17.1244929979,PBSP,PedroC,masculino,36,13,23,no início nós morou num barraco hoje a gente mora num lugar bem mais confortável
morar,m<o>-'Rar,o,588.9874143456,1082.4311254475,466.58,1157.928,m,R,a,652.6162542536,1239.5159308668,406.518,1188.744,a,1,CV,805.0487891757,805.0733342824,24.5451066304,PBSP,PedroC,masculino,36,13,23,eu iria morar lá
aconchegante,<a>-kO-S<e>-'gA-te,e,481.627184529,1730.6416134806,413.415,1652.046,S,g,a,566.2616056403,1478.1396236178,365.995,1351.114,A,1,CV,835.56312491,835.5826360058,19.5110958,PBSP,PedroC,masculino,36,13,23,bem aconchegante
metade,m<e>-'ta-de,e,596.6198700646,1738.2450469007,470.36,1657.864,m,t,a,618.1077108715,1293.1814294468,390.309,1225.26,a,1,CV,847.3416207179,847.3704632074,28.8424894435,PBSP,PedroC,masculino,36,13,23,a metade assim a família
dividido,d<i>-v<i>-'di-do,i,353.8441070138,1818.6894425558,350.121,1719.182,d,v,i,354.7373333012,1982.7122187391,266.638,1694.29,i,2,CV,861.0018022035,861.0242996915,22.4974880143,PBSP,PedroC,masculino,36,13,23,são dividido né metade lá metade pra cá
dividido,d<i>-v<i>-'di-do,i,354.7373333012,1982.7122187391,350.588,1844.277,v,d,i,352.9799229915,1965.075174687,265.823,1682.236,i,1,CV,861.1279837667,861.1485249514,20.5411847087,PBSP,PedroC,masculino,36,13,23,são dividido né metade lá metade pra cá
metade,m<e>-'ta-de,e,603.2481626551,1549.1622453069,473.674,1513.747,m,t,a,606.9053161734,1362.7214429835,385.077,1272.588,a,1,CV,861.9549008246,861.9888331652,33.9323405217,PBSP,PedroC,masculino,36,13,23,são dividido né metade lá metade pra cá
metade,m<e>-'ta-de,e,650.2342328769,1633.3584491692,496.919,1577.973,m,t,a,528.0872084705,1394.2398733224,348.027,1294.036,a,1,CV,862.4983984927,862.5196927676,21.2942749192,PBSP,PedroC,masculino,36,13,23,são dividido né metade lá metade pra cá
pretendo,pR<e>-'tE-do,e,501.4381125688,1565.5539954419,423.217,1526.279,R,t,E,549.8398516362,1596.8237536326,358.276,1431.768,E,1,CCV,904.9089571159,904.9501606722,41.2035563478,PBSP,PedroC,masculino,36,13,23,pretendo conhecer mais coisas assim pro sul do país
legal,l<e>-'gaw,e,441.3512593777,1712.9387648978,393.484,1638.619,l,g,aw,589.0327883798,1230.6615708735,376.672,1182.717,aw,1,CV,908.8018313324,908.8356771108,33.8457784285,PBSP,PedroC,masculino,36,13,23,muito legal o clima é diferente o sotaque é diferente tudo é diferente lá
diferente,d<i>-f<e>-'RE-te,e,527.6289236738,1636.9173295104,436.193,1580.659,f,R,E,562.4705336661,1735.6788274615,364.194,1526.247,E,1,CV,909.728664604,909.7533348006,24.6701965527,PBSP,PedroC,masculino,36,13,23,muito legal o clima é diferente o sotaque é diferente tudo é diferente lá
nordeste,n<o>r-'des-te,o,617.6861037097,1079.0311134894,480.816,1155.467,n,r,é,487.0020701532,1640.1775981915,328.774,1461.193,e,1,CVr,933.3985359048,933.4384930551,39.9571503285,PBSP,PedroC,masculino,36,13,23,a gente costuma no nordeste passar pelos mais velho
cumprimentar,kU-pR<i>-mE-'tar,i,393.4686764017,1631.4889487343,369.772,1576.63,R,m,E,502.8182532306,1837.4140877955,336.192,1595.379,a,2,CCV,936.2945734725,936.3058329638,11.2594912679,PBSP,PedroC,masculino,36,13,23,cumprimentar se você
negócios,n<e>-'go-sios,e,519.8864145329,1783.1840394172,432.366,1692.104,n,g,ó,632.7371856834,1418.9026470784,397.213,1310.699,o,1,CV,975.7773855371,975.8081323926,30.7468554931,PBSP,PedroC,masculino,36,13,23,então tomei calote fiz negócios eh
nordeste,n<o>r-'des-te,o,594.6418714716,1090.6348509631,469.38,1164.194,n,r,é,499.3567178472,1493.6906601346,334.563,1361.573,e,1,CVr,1001.1906218331,1001.2100295918,19.4077587311,PBSP,PedroC,masculino,36,13,23,sabe ah é cabação veio do nordeste então eu tive muito problema nesse sentido
problema,pR<o>-'ble-ma,o,445.2668718268,1234.3932389952,395.398,1273.849,R,b,e,465.1589171227,1590.8718483597,318.482,1427.691,e,1,CCV,1002.4429479485,1002.4714887701,28.5408216632,PBSP,PedroC,masculino,36,13,23,sabe ah é cabação veio do nordeste então eu tive muito problema nesse sentido
elevador,<e>-l<e>-v<a>-'dor,e,412.2260606713,1728.6378212134,379.061,1650.48,l,v,a,664.7760695224,1313.5976730228,412.221,1239.086,o,2,CV,1005.8379821914,1005.8588176873,20.8354958254,PBSP,PedroC,masculino,36,13,23,andar de metrô elevador isso também foi outra coisa que eu eu sofri tinha medo
complicado,kO-pl<i>-'ka-do,i,369.6405715596,1779.2081829301,357.963,1689.194,l,k,a,600.1460222123,1324.3002821748,381.904,1246.354,a,1,CCV,1013.6448196968,1013.6550167113,10.1970145752,PBSP,PedroC,masculino,36,13,23,mas foi um pouco complicado nesse sentido
morar,m<o>-'Rar,o,616.7411264788,1224.6622801313,480.349,1266.464,m,R,a,585.9868688386,1364.3194873088,375.257,1273.652,a,1,CV,1032.2427608789,1032.2682447592,25.4838802286,PBSP,PedroC,masculino,36,13,23,foi assim que eu cheguei também rapidamente a gente veio morar aqui no jaguaré
ipiranga,<i>-p<i>-'RA-ga,i,339.7519761032,1963.9473751638,343.167,1829.955,p,R,A,620.6840807402,1608.1934848451,391.552,1439.567,A,1,CV,1047.8072701478,1047.8277767077,20.5065598714,PBSP,PedroC,masculino,36,13,23,lá é zona ipiranga ali é zona
liberdade,l<i>-b<e>r-'da-de,e,465.8819033181,1729.0248875894,405.62,1650.927,b,r,a,678.4261172601,1370.6761690305,418.654,1277.906,a,1,CVr,1068.2222481393,1068.252631434,30.3832947018,PBSP,PedroC,masculino,36,13,23,a liberdade
liberdade,l<i>-b<e>r-'da-de,e,484.6028645381,1632.6856594403,414.909,1577.526,b,r,a,686.3415231848,1322.7216104586,422.384,1245.29,a,1,CVr,1071.3779601959,1071.4060928762,28.1326802794,PBSP,PedroC,masculino,36,13,23,a desvantagem é você não ter liberdade pra
totalmente,t<o>-t<a>w-'mE-te,o,475.3165778135,1257.8481906506,410.288,1291.752,t,t,aw,612.3406362101,1145.9880729443,387.607,1125.108,E,2,CV,1093.1691237304,1093.1874056444,18.2819140771,PBSP,PedroC,masculino,36,13,23,lá não lá é totalmente diferente daqui
geral,Z<e>-'Raw,e,612.654576743,1709.9891567498,478.295,1636.381,Z,R,aw,694.7494692935,1311.8347589845,426.329,1237.845,aw,1,CV,1120.778102707,1120.8174884593,39.3857523914,PBSP,PedroC,masculino,36,13,23,e hoje essa coisa é é geral
geral,Z<e>-'Raw,e,527.9753644059,1709.1772449951,436.38,1635.71,Z,R,aw,678.2395565684,1203.9108562211,418.568,1164.459,aw,1,CV,1125.6812648795,1125.7375302401,56.2653605589,PBSP,PedroC,masculino,36,13,23,mas no geral sim a gente violência eh furto pequeno furto por exemplo
parcelado,p<a>r-s<e>-'la-do,e,525.1789359363,1575.2622983243,434.979,1533.664,s,l,a,681.5037169695,1207.5044118906,420.111,1166.941,a,1,CV,1152.806896296,1152.8271518258,20.2555298013,PBSP,PedroC,masculino,36,13,23,eu tinha dado na época acho que era quinze mil e três tinha parcelado
levaram,l<e>-'va-RA,e,501.3356310133,1610.0386362041,423.17,1560.07,l,v,a,648.1447424055,1226.0651774239,404.417,1179.526,a,1,CV,1154.5085483862,1154.538152622,29.6042358632,PBSP,PedroC,masculino,36,13,23,aí levaram daqui então isso também consta como um um
colega,k<o>-'le-ga,o,549.6739407079,1082.6599059673,447.115,1158.152,k,l,é,528.9797135821,1586.4842746039,348.456,1424.677,e,1,CV,1244.0097367123,1244.0341125977,24.375885436,PBSP,PedroC,masculino,36,13,23,por exemplo meu colega da parceiro de de de teixeira que estava ontem aí
recentemente,h<e>-sE-t<e>-'mE-te,e,506.4465382041,1662.1586326871,425.737,1599.904,h,s,E,511.3696838485,1706.4223759032,340.18,1506.217,E,3,CV,1250.1525260971,1250.1771962936,24.6701965527,PBSP,PedroC,masculino,36,13,23,ele agora recentemente ele foi
problema,pR<o>-'ble-ma,o,491.4564947219,1190.9477032527,418.316,1240.729,R,b,e,475.9032895772,1384.6024962754,323.542,1287.478,e,1,CCV,1257.2740031575,1257.3028110221,28.8078646061,PBSP,PedroC,masculino,36,13,23,com o mesmo problema que eu eh
pertence,p<e>r-'tE-se,e,488.8295873304,1570.7280111444,417.009,1530.307,p,r,E,531.0008291727,1759.5931397497,349.4,1542.378,E,1,CVr,1266.9085005803,1266.9471505549,38.6499745994,PBSP,PedroC,masculino,36,13,23,os pertence dele ele não deixou e aí saiu na mão com os cara como os cara era em quatro ou cinco parece
internado,I-t<e>r-'na-do,e,460.232000362,1769.0338641739,402.819,1681.362,t,r,a,808.5782907891,1277.6173073638,479.76,1214.624,a,1,CVr,1276.3428857548,1276.3667336114,23.8478566675,PBSP,PedroC,masculino,36,13,23,então reagiram e bateram muito nele ficou internado essa coisa toda
recente,h<e>-'sE-te,e,478.8677517503,1769.5611581312,412.061,1681.809,h,s,E,575.0570305054,1870.5645894536,370.111,1617.891,E,1,CV,1280.6195005803,1280.6441707768,24.6701965527,PBSP,PedroC,masculino,36,13,23,cicatriz recente na
morar,m<o>-'Rar,o,602.9159791913,1216.9150570217,473.488,1260.422,m,R,a,698.7984935791,1393.8791654918,428.216,1293.682,a,1,CV,1300.6895669857,1300.7239148243,34.3478385689,PBSP,PedroC,masculino,36,13,23,tudo é risco morar aqui
atropelar,<a>-tR<o>-p<e>-'lar,e,521.5825878055,1648.6263707678,433.206,1589.61,p,l,a,722.4666117337,1271.9551158145,439.322,1210.724,a,1,CV,1314.6551414544,1314.6853170001,30.1755456783,PBSP,PedroC,masculino,36,13,23,bater no teu veículo alguém te atropelar então pra mim não tem uma coisa que tudo
morar,m<o>-'Rar,o,636.5463847202,1271.8098757314,490.151,1302.27,m,R,a,682.4661734814,1288.3287756925,420.54,1221.892,a,1,CV,1337.0692565136,1337.0830522581,13.7957445227,PBSP,PedroC,masculino,36,13,23,na na época que eu comecei a morar na favela
pegar,p<e>-'gar,e,531.6246159873,1597.1214845805,438.2,1550.224,p,g,a,540.6568697449,1266.0963038032,353.945,1206.825,a,1,CV,1340.419260867,1340.4537472049,34.486337918,PBSP,PedroC,masculino,36,13,23,foi dois rapazes pegar um cidadão não sei o porquê mas parece motivo de drogas
tremendo,tR<e>-'mE-do,e,416.9694141996,1586.2480181527,381.395,1541.944,R,m,E,498.3373171993,1887.1361650201,334.091,1629.235,E,1,CCV,1350.1843870055,1350.2138440858,29.4570803048,PBSP,PedroC,masculino,36,13,23,aquilo foi um choque tremendo nunca eu tinha passado por isso então é uma coisa também que fica
morar,m<o>-'Rar,o,629.6934249211,1212.0150346858,486.744,1256.841,m,R,a,669.5076095824,1263.2406540628,414.451,1204.875,a,1,CV,1404.7248450513,1404.7453008105,20.4557591198,PBSP,PedroC,masculino,36,13,23,é um lugar bom de se morar
morar,m<o>-'Rar,o,649.1971524427,1195.5553721912,496.406,1244.309,m,R,a,684.9404915773,1412.1100158355,421.698,1306.09,a,1,CV,1413.3337066791,1413.3565410148,22.8343357617,PBSP,PedroC,masculino,36,13,23,eh sabe diversas opção que que é bom pra se morar aqui
lugar,l<u>-'gar,u,509.053645914,1238.4641421358,426.998,1276.982,l,g,a,618.58903379,1275.0601826023,390.566,1212.851,a,1,CV,1417.7320858032,1417.7528607056,20.7749023602,PBSP,PedroC,masculino,36,13,23,desde que você tenha cautela em todos os os momento é um lugar bom
lugar,l<u>-'gar,u,469.0514486737,998.5165140484,407.207,1093.926,l,g,a,583.9753027431,1261.2820028599,374.314,1203.457,a,1,CV,1420.7099515257,1420.7348814086,24.9298828323,PBSP,PedroC,masculino,36,13,23,pelo menos naquela hora é um lugar bom
apesar,<a>-p<e>-'zar,e,456.286954376,1619.1220130311,400.859,1567.008,p,z,a,589.2217096303,1491.1888248993,376.758,1359.977,a,1,CV,1435.6732976973,1435.6939639796,20.6662823348,PBSP,PedroC,masculino,36,13,23,ah pelo noticiário pelas coisas que a gente escuta apesar que a mídia acrescenta acrescenta muito
acrescenta,<a>-kR<e>-'sE-ta,e,464.3358152212,1656.9123107178,404.873,1595.876,R,s,E,541.8823556688,1734.0471519166,354.545,1525.006,E,1,CCV,1436.4739494276,1436.4892622619,15.3128342813,PBSP,PedroC,masculino,36,13,23,ah pelo noticiário pelas coisas que a gente escuta apesar que a mídia acrescenta acrescenta muito
